id,phosphorus_content,nitrogen_content,total_nutrient,water_content,particle_size
1805-1,44.5575034795704,16.030068493789905,60.60671707025723,2.8007951369475164,95.66565284151663
1805-2,44.69871194581929,15.998529192293123,60.65072320507887,2.7897475051790055,96.01626837247782
1805-3,44.52493038185092,16.080631198977972,60.61299805579157,2.7146523144776653,95.94180713352317
1805-4,44.49829526483798,15.931901371824706,60.52852934726435,2.763687177637434,95.28315842966401
1805-5,44.30037203073534,16.015973218722486,60.33564957493672,3.024225591691707,95.52969783834094
1805-6,44.50625082275399,16.197360344451166,60.727739038126515,2.871351027046329,93.07845816495445
1805-7,44.60446217803765,16.18346794961164,60.76491932041254,2.8124799271136127,95.77958589868636
1805-8,44.70243720410865,16.205475941071978,60.814232264530396,2.8239549662911108,95.27195859809574
1805-9,44.610460081508215,16.175763919548768,60.79993469697348,2.8692545388389297,94.37377846369566
1805-10,44.31086632656143,16.082769159841952,60.42257142424956,3.016312972497151,95.83138991203084
1805-11,44.659521157100336,16.211566698555192,60.733416013400245,3.086182662141558,95.47534915100499
1805-12,44.56402647953613,15.980244712814898,60.609265077419614,3.1539210099643045,95.32481247715434
1805-13,44.58868001071241,16.04875914574619,60.70260117591123,3.142762064589322,95.06099332164646
1805-14,44.64163887959059,15.977037649466427,60.690684919579574,2.8925723019121934,94.62129224376176
1805-15,44.57793279807058,16.000674768898868,60.71201269223166,3.0222192990623515,95.26376207736433
1805-16,44.734597887124956,16.283793455673912,60.96856878230996,2.969572067099145,94.03418413926956
1805-17,44.59713162479168,16.19151275284983,60.81277766001394,2.9020663513276492,93.00572245819141
1805-18,44.45304884199854,16.224792216782486,60.63412845713546,2.9236928735797125,93.9180115692003
1805-19,44.38764781815135,16.046127098299234,60.44624470479457,3.109752010131581,96.27476774988516
1805-20,44.73161983876115,15.957566400153224,60.752779216912884,3.1088719150762048,95.25278674249387
1805-21,44.87257740110207,16.252540606363997,61.10629153275761,2.8507956353728696,92.76102568030899
1805-22,44.78941865805984,16.117975659892654,61.01467001312383,2.673509028511112,92.61616276071152
1805-23,44.776566092262726,16.252809607070454,61.019346879204214,2.8940040958168414,93.99280066536008
1805-24,44.71000107390615,16.219668097961463,61.016578576806424,2.701851116309906,90.70684260157654
1805-25,44.55055365777039,16.13388520826899,60.73436011205249,2.840793455128357,94.66159660321381
1805-26,44.495955109350405,16.13958808398385,60.6959094263544,3.1555820005326214,93.428606310778
1805-27,44.527124244343995,15.936273022071783,60.61244471388728,2.9846002178168347,94.75057569143031
1805-28,44.652206859375966,15.95095809203182,60.693642348874846,2.9250702126924963,93.95301312535965
1805-29,44.658524805294405,15.988733219237176,60.82119794219001,3.0097071267720694,94.22126155508556
1805-30,44.64745680071299,16.195439169087926,60.78994463372569,2.970307497843502,93.85191025213645
1805-31,44.37642710395929,16.2203838800662,60.632906471933524,3.1177924009755023,92.62733706206608
1805-32,44.48642828201515,16.124134933182663,60.685571450117386,3.136808270723876,94.695696655619
1805-33,44.76528443326885,16.24505753568494,61.00287505171202,2.905105832433179,92.25819025362482
1805-34,44.53121648693037,16.19977525708696,60.757005885213765,3.0182021488201873,94.67176322735541
1805-35,44.523672135934525,16.060406557884427,60.71041696497985,3.185115646747032,93.96090097576064
1805-36,44.53902019093229,16.017837634547345,60.72436489114271,3.1893512443316876,94.09450905552093
1805-37,44.710225318805925,16.14707387223749,60.86996901892893,3.021940366004388,94.35295238439862
1805-38,44.68591953668521,16.22564194682898,60.90365967873138,2.890670817625507,94.44405757777723
1805-39,44.571410279845686,16.24658033042786,60.828098410871284,2.9628214755992137,94.27087980962729
1805-40,44.77588885019262,16.151736089618023,60.92033609119845,2.9879622409383964,94.74392850200871
1805-41,44.537561471730385,15.909622796797319,60.556482528240714,3.034875298238046,94.43496647193386
1805-42,44.71335100207706,15.997308185540213,60.75791534924878,2.9659669274289047,93.77053311585554
1805-43,44.68278280047997,16.004734168422893,60.767508298449954,2.945362760941756,93.88441613547698
1805-44,44.70067903330978,16.02445527259377,60.791676253576455,2.9553223392653343,93.79282702199235
1805-45,44.68776175313081,15.96560430261802,60.80058061520322,2.8807408171705147,94.79742234639055
1805-46,44.79369212152418,15.98892499967293,60.8835895706079,2.7190735861821214,94.44586730728643
1805-47,44.584217979231674,16.1410676466636,60.79915373007818,2.905643460951635,94.03663434794076
1805-48,44.66925880187435,16.15199592258804,60.87834058706314,2.804034016116685,93.03542442548162
1805-49,44.665140616339286,16.321459118488157,60.98089846925262,2.862842317267634,93.54076624759035
1805-50,44.58341364488178,16.090105071157307,60.83765679916215,2.728734304050226,92.82561033229949
1805-51,44.21737300966274,16.348967357308524,60.70965912724034,2.6362922038236634,93.60856432789666
1805-52,44.406948928980206,16.35712697946398,60.843028509742204,2.665009695391614,94.912478864241
1805-53,44.409346301002415,16.344976383427632,60.78209568509275,2.8206621413810535,94.89442870884795
1805-54,44.323762543599905,16.339650797935686,60.778121902012494,2.7170059001313893,94.83733313003013
1805-55,44.54074239068902,16.44467701056134,60.92031891140424,2.8350225415627697,94.34682892423287
1805-56,44.609937996332235,16.35140791334367,60.94566972006759,2.9100959045155874,93.92463088243217
1805-57,44.822073726202746,16.216829184405647,61.05776738825201,2.712684915335581,93.97811868551334
1805-58,44.87509810978053,16.26609983927611,61.16069454427588,2.759075297602477,94.12507210941915
1805-59,44.758002129287725,16.17882499200218,60.99250983584124,2.8719189145433486,93.98923550914196
1805-60,44.84650504173648,16.20048717290507,61.07488113374262,2.8721502753428743,94.00883217045396
1805-61,44.860650917031926,16.220280514490682,61.10064759787877,2.7473976303656418,94.09342624011968
1805-62,44.87614170702683,16.1665297095864,61.09979197891615,2.896074985526071,94.08573401981515
1805-63,44.78855697831179,16.40251301822929,61.12827683051774,2.593235632707937,92.85952680900726
1805-64,44.849642808578515,16.239764397511678,61.11790524006772,2.625550047699268,93.83159860187865
1805-65,44.832998047386525,16.113724333233577,60.99209232411868,2.7176309263616703,95.25919747758485
1805-66,44.85684674359413,16.214424850604694,61.103973589005456,2.8044951810684373,94.04445406046717
1805-67,44.673038852008844,16.146455928764237,60.91199581785411,2.9303689446236434,93.75846908176814
1805-68,44.73730970757342,16.181988766776282,60.91825884266821,2.8561139520387964,94.43018924594918
1805-69,44.72505745138213,15.946808141701416,60.79492118981296,2.733501564589707,94.8205408661915
1805-70,44.695010134303764,16.008145431840344,60.76880568378422,2.877754170616194,94.68045052711568
1805-71,44.55120245829927,16.042549410230873,60.70010369708003,2.935217748045864,94.23282850402897
1805-72,44.60347007990701,16.15745130685073,60.75118272848355,2.816557435689854,90.77219602996495
1805-73,44.622010251316354,16.282969118500944,60.88686331495374,2.9982452707846545,93.47665749729053
1805-74,44.48347853657114,16.25376088527755,60.78987057848231,3.010607747871628,93.33225267676869
1805-75,44.673147629656235,16.165425782347388,60.90096327730266,3.141395444229591,95.05906037324097
1805-76,44.79315447312444,16.290907178937072,61.10770321607974,3.012371206526838,93.72842798822329
1805-77,44.84004600545408,16.096151247084354,61.044361824551444,3.0722211122533145,92.9025747314954
